"","V1","V2.x","V3","V4","V2.y"
"1110","23212",208454,14871,7.13,"愛知県安城市"
"1111","23214",181386,4188,2.31,"愛知県蒲郡市"
"1112","23215",127453,105,0.08,"愛知県犬山市"
"1113","23216",120344,4749,3.95,"愛知県常滑市"
"1114","23217",107744,27925,25.92,"愛知県江南市"
"1115","23219",177743,12016,6.76,"愛知県小牧市"
"1116","23220",224055,8038,3.59,"愛知県稲沢市"
"1117","23221",355529,983,0.28,"愛知県新城市"
"1118","23222",114176,2769,2.43,"愛知県東海市"
"1119","23223",113041,6137,5.43,"愛知県大府市"
"1120","23224",111998,9010,8.04,"愛知県知多市"
"1121","23225",62322,7896,12.67,"愛知県知立市"
"1122","23226",58469,10782,18.44,"愛知県尾張旭市"
"1123","23227",47002,3,0.01,"愛知県高浜市"
"1124","23228",43176,9225,21.37,"愛知県岩倉市"
"1125","23229",69007,16713,24.22,"愛知県豊明市"
"1126","23230",84296,4270,5.07,"愛知県日進市"
"1127","23231",282238,8231,2.92,"愛知県田原市"
"1128","23232",133777,33,0.02,"愛知県愛西市"
"1129","23233",60095,7383,12.29,"愛知県清須市"
"1130","23234",64314,1117,1.74,"愛知県北名古屋市"
"1131","23235",73646,2211,3,"愛知県弥富市"
"1132","23236",62921,34999,55.62,"愛知県みよし市"
"1133","23237",101906,2915,2.86,"愛知県あま市"
"1134","23238",44963,6375,14.18,"愛知県長久手市"
"1135","23302",48266,7699,15.95,"愛知県東郷町"
"1136","23342",17230,26,0.15,"愛知県豊山町"
"1137","23345",8,0,0,NA
"1138","23361",36419,35800,98.3,"愛知県大口町"
"1139","23362",36251,15838,43.69,"愛知県扶桑町"
"1140","23421",27,0,0,NA
"1141","23422",22,0,0,NA
"1142","23423",88,0,0,NA
"1143","23424",28178,2467,8.76,"愛知県大治町"
"1144","23425",39792,1579,3.97,"愛知県蟹江町"
"1145","23427",14542,1381,9.5,"愛知県飛島村"
"1146","23441",63705,1536,2.41,"愛知県阿久比町"
"1147","23442",79142,861,1.09,"愛知県東浦町"
"1148","23445",83792,0,0,"愛知県南知多町"
"1149","23446",94297,1443,1.53,"愛知県美浜町"
"1150","23447",61519,1254,2.04,"愛知県武豊町"
"1151","23481",2116,778,36.77,NA
"1152","23482",3675,1812,49.31,NA
"1153","23483",1756,1430,81.44,NA
"1154","23501",105103,8019,7.63,"愛知県幸田町"
"1155","23521",115,9,7.83,NA
"1156","23561",102467,2700,2.63,"愛知県設楽町"
"1157","23562",59145,284,0.48,"愛知県東栄町"
"1158","23563",38518,145,0.38,"愛知県豊根村"
"1159","24201",796776,71556,8.98,"三重県津市"
"1160","24202",437400,54947,12.56,"三重県四日市市"
"1161","24203",264095,30331,11.48,"三重県伊勢市"
"1162","24204",543334,61486,11.32,"三重県松阪市"
"1163","24205",231451,15229,6.58,"三重県桑名市"
"1164","24207",370851,21854,5.89,"三重県鈴鹿市"
"1165","24208",176259,19162,10.87,"三重県名張市"
"1166","24209",51874,559,1.08,"三重県尾鷲市"
"1167","24210",180171,4274,2.37,"三重県亀山市"
"1168","24211",70268,25665,36.52,"三重県鳥羽市"
"1169","24212",169499,2991,1.76,"三重県熊野市"
"1170","24214",225858,27084,11.99,"三重県いなべ市"
"1171","24215",217609,94073,43.23,"三重県志摩市"
"1172","24216",718594,122804,17.09,"三重県伊賀市"
"1173","24302",1,0,0,NA
"1174","24303",17921,4954,27.64,"三重県木曽岬町"
"1175","24322",4,0,0,NA
"1176","24324",44549,20758,46.6,"三重県東員町"
"1177","24341",96454,1737,1.8,"三重県菰野町"
"1178","24343",16615,2975,17.91,"三重県朝日町"
"1179","24344",19254,3860,20.05,"三重県川越町"
"1180","24382",74,0,0,NA
"1181","24384",1,0,0,NA
"1182","24405",2,0,0,NA
"1183","24422",1,0,0,NA
"1184","24441",136600,22995,16.83,"三重県多気町"
"1185","24442",73496,3845,5.23,"三重県明和町"
"1186","24443",113413,8205,7.23,"三重県大台町"
"1187","24461",63614,212,0.33,"三重県玉城町"
"1188","24470",104560,6948,6.64,"三重県度会町"
"1189","24471",79000,2577,3.26,"三重県大紀町"
"1190","24472",137207,2330,1.7,"三重県南伊勢町"
"1191","24543",101269,5608,5.54,"三重県紀北町"
"1192","24561",73849,13812,18.7,"三重県御浜町"
"1193","24562",94376,5401,5.72,"三重県紀宝町"
"1194","25201",376756,50254,13.34,"滋賀県大津市"
"1195","25202",217597,11040,5.07,"滋賀県彦根市"
"1196","25203",479188,115791,24.16,"滋賀県長浜市"
"1197","25204",153395,28650,18.68,"滋賀県近江八幡市"
"1198","25205",66,0,0,NA
"1199","25206",117185,9018,7.7,"滋賀県草津市"
"1200","25207",104069,13387,12.86,"滋賀県守山市"
"1201","25208",78819,9426,11.96,"滋賀県栗東市"
"1202","25209",339599,35642,10.5,"滋賀県甲賀市"
"1203","25210",94279,16200,17.18,"滋賀県野洲市"
"1204","25211",65541,10602,16.18,"滋賀県湖南市"
"1205","25212",293477,68847,23.46,"滋賀県高島市"
"1206","25213",336726,82987,24.65,"滋賀県東近江市"
"1207","25214",192090,32490,16.91,"滋賀県米原市"
"1208","25361",2,0,0,NA
"1209","25381",6,0,0,NA
"1210","25383",115787,22802,19.69,"滋賀県日野町"
"1211","25384",39639,16820,42.43,"滋賀県竜王町"
"1212","25421",2,2,100,NA
"1213","25425",64192,16747,26.09,"滋賀県愛荘町"
"1214","25441",18937,4641,24.51,"滋賀県豊郷町"
"1215","25442",21533,9124,42.37,"滋賀県甲良町"
"1216","25443",61345,5965,9.72,"滋賀県多賀町"
"1217","26101",77785,3808,4.9,"京都府京都市北区"
"1218","26102",40825,5310,13.01,"京都府京都市上京区"
"1219","26103",133471,5393,4.04,"京都府京都市左京区"
"1220","26104",48047,3728,7.76,"京都府京都市中京区"
"1221","26105",30263,2397,7.92,"京都府京都市東山区"
"1222","26106",40443,3144,7.77,"京都府京都市下京区"
"1223","26107",51716,11968,23.14,"京都府京都市南区"
"1224","26108",188020,10865,5.78,"京都府京都市右京区"
"1225","26109",158682,13992,8.82,"京都府京都市伏見区"
"1226","26110",88980,5009,5.63,"京都府京都市山科区"
"1227","26111",98323,15244,15.5,"京都府京都市西京区"
"1228","26201",497415,183981,36.99,"京都府福知山市"
"1229","26202",336908,6027,1.79,"京都府舞鶴市"
"1230","26203",296678,19577,6.6,"京都府綾部市"
"1231","26204",134797,4254,3.16,"京都府宇治市"
"1232","26205",159388,28926,18.15,"京都府宮津市"
"1233","26206",220360,16607,7.54,"京都府亀岡市"
"1234","26207",77537,4506,5.81,"京都府城陽市"
"1235","26208",38623,285,0.74,"京都府向日市"
"1236","26209",62770,928,1.48,"京都府長岡京市"
"1237","26210",60719,7417,12.22,"京都府八幡市"
"1238","26211",81526,75058,92.07,"京都府京田辺市"
"1239","26212",512357,33845,6.61,"京都府京丹後市"
"1240","26214",130312,58048,44.55,"京都府木津川市"
"1241","26303",16126,766,4.75,"京都府大山崎町"
"1242","26322",27100,3468,12.8,"京都府久御山町"
"1243","26343",24529,1060,4.32,"京都府井手町"
"1244","26344",39727,1326,3.34,"京都府宇治田原町"
"1245","26364",15324,0,0,"京都府笠置町"
"1246","26365",35594,17305,48.62,"京都府和束町"
"1247","26366",57539,1063,1.85,"京都府精華町"
"1248","26367",34125,825,2.42,"京都府南山城村"
"1249","26407",184247,14670,7.96,"京都府京丹波町"
"1250","26463",63430,757,1.19,"京都府伊根町"
"1251","26465",117143,44880,38.31,"京都府与謝野町"
"1252","27102",20884,2,0.01,"大阪府大阪市都島区"
"1253","27103",22984,85,0.37,"大阪府大阪市福島区"
"1254","27104",20819,442,2.12,"大阪府大阪市此花区"
"1255","27106",21531,0,0,"大阪府大阪市西区"
"1256","27107",20342,15485,76.12,"大阪府大阪市港区"
"1257","27108",25081,9561,38.12,"大阪府大阪市大正区"
"1258","27109",18050,1151,6.38,"大阪府大阪市天王寺区"
"1259","27111",15511,3298,21.26,"大阪府大阪市浪速区"
"1260","27113",31687,316,1,"大阪府大阪市西淀川区"
"1261","27114",45774,0,0,"大阪府大阪市東淀川区"
"1262","27115",32582,0,0,"大阪府大阪市東成区"
"1263","27116",62139,0,0,"大阪府大阪市生野区"
"1264","27117",32566,8,0.02,"大阪府大阪市旭区"
"1265","27118",42710,16,0.04,"大阪府大阪市城東区"
"1266","27119",39000,0,0,"大阪府大阪市阿倍野区"
"1267","27120",47982,0,0,"大阪府大阪市住吉区"
"1268","27121",53392,0,0,"大阪府大阪市東住吉区"
"1269","27122",48541,4268,8.79,"大阪府大阪市西成区"
"1270","27123",45587,6552,14.37,"大阪府大阪市淀川区"
"1271","27124",33910,2949,8.7,"大阪府大阪市鶴見区"
"1272","27125",32805,3566,10.87,"大阪府大阪市住之江区"
"1273","27126",66611,5380,8.08,"大阪府大阪市平野区"
"1274","27127",32728,123,0.38,"大阪府大阪市北区"
"1275","27128",33866,2497,7.37,"大阪府大阪市中央区"
"1276","27141",62859,396,0.63,"大阪府堺市堺区"
"1277","27142",77503,779,1.01,"大阪府堺市中区"
"1278","27143",54172,32,0.06,"大阪府堺市東区"
"1279","27144",77182,4051,5.25,"大阪府堺市西区"
"1280","27145",73102,2130,2.91,"大阪府堺市南区"
"1281","27146",57399,2620,4.56,"大阪府堺市北区"
"1282","27147",38627,240,0.62,"大阪府堺市美原区"
"1283","27201",1,0,0,NA
"1284","27202",182422,10979,6.02,"大阪府岸和田市"
"1285","27203",153318,8064,5.26,"大阪府豊中市"
