"","V1","V2.x","V3","V4","V2.y"
"57","01362",32805,31592,96.3,"北海道上ノ国町"
"58","01363",33789,33195,98.24,"北海道厚沢部町"
"59","01364",20097,20097,100,"北海道乙部町"
"60","01367",13386,585,4.37,"北海道奥尻町"
"61","01370",39892,33911,85.01,"北海道今金町"
"62","01371",58289,57550,98.73,"北海道せたな町"
"63","01391",17962,17962,100,"北海道島牧村"
"64","01392",20437,20426,99.95,"北海道寿都町"
"65","01393",33353,31083,93.19,"北海道黒松内町"
"66","01394",47174,41811,88.63,"北海道蘭越町"
"67","01395",44307,43154,97.4,"北海道ニセコ町"
"68","01396",29739,29739,100,"北海道真狩村"
"69","01397",21664,21664,100,"北海道留寿都村"
"70","01398",32780,32780,100,"北海道喜茂別町"
"71","01399",33113,33113,100,"北海道京極町"
"72","01400",49854,46269,92.81,"北海道倶知安町"
"73","01401",48454,41011,84.64,"北海道共和町"
"74","01402",17115,13289,77.65,"北海道岩内町"
"75","01403",9586,4515,47.1,"北海道泊村"
"76","01404",8300,1000,12.05,"北海道神恵内村"
"77","01405",22268,22268,100,"北海道積丹町"
"78","01406",12986,11126,85.68,"北海道古平町"
"79","01407",21463,21463,100,"北海道仁木町"
"80","01408",51399,51399,100,"北海道余市町"
"81","01409",15646,15646,100,"北海道赤井川村"
"82","01423",20282,20282,100,"北海道南幌町"
"83","01424",13148,12677,96.42,"北海道奈井江町"
"84","01425",2829,2668,94.31,"北海道上砂川町"
"85","01427",26521,26521,100,"北海道由仁町"
"86","01428",48525,48525,100,"北海道長沼町"
"87","01429",52889,51224,96.85,"北海道栗山町"
"88","01430",20569,19944,96.96,"北海道月形町"
"89","01431",19893,17981,90.39,"北海道浦臼町"
"90","01432",46129,40110,86.95,"北海道新十津川町"
"91","01433",15807,15768,99.75,"北海道妹背牛町"
"92","01434",13803,13760,99.69,"北海道秩父別町"
"93","01436",24278,24175,99.58,"北海道雨竜町"
"94","01437",22335,22335,100,"北海道北竜町"
"95","01438",28354,28354,100,"北海道沼田町"
"96","01439",21992,20996,95.47,NA
"97","01452",36462,35396,97.08,"北海道鷹栖町"
"98","01453",28024,27081,96.64,"北海道東神楽町"
"99","01454",24944,24772,99.31,"北海道当麻町"
"100","01455",17342,17168,99,"北海道比布町"
"101","01456",17113,17072,99.76,"北海道愛別町"
"102","01457",19226,18833,97.96,"北海道上川町"
"103","01458",19907,13941,70.03,"北海道東川町"
"104","01459",67233,62978,93.67,"北海道美瑛町"
"105","01460",34710,33694,97.07,"北海道上富良野町"
"106","01461",24365,20341,83.48,"北海道中富良野町"
"107","01462",15220,11656,76.58,"北海道南富良野町"
"108","01463",11097,11097,100,"北海道占冠村"
"109","01464",29871,29871,100,"北海道和寒町"
"110","01465",24971,24324,97.41,"北海道剣淵町"
"111","01468",20967,20967,100,"北海道下川町"
"112","01469",24744,24744,100,"北海道美深町"
"113","01470",5084,5084,100,"北海道音威子府村"
"114","01471",13846,13787,99.57,"北海道中川町"
"115","01481",21694,21694,100,"北海道増毛町"
"116","01482",29022,28953,99.76,"北海道小平町"
"117","01483",19799,19799,100,"北海道苫前町"
"118","01484",23394,22087,94.41,"北海道羽幌町"
"119","01485",13918,13918,100,"北海道初山別村"
"120","01486",18875,18875,100,"北海道遠別町"
"121","01487",23209,23165,99.81,"北海道天塩町"
"122","01488",17885,17862,99.87,NA
"123","01511",14352,12184,84.89,"北海道猿払村"
"124","01512",19156,19083,99.62,"北海道浜頓別町"
"125","01513",16890,16890,100,"北海道中頓別町"
"126","01514",50601,50392,99.59,"北海道枝幸町"
"127","01516",27172,26625,97.99,"北海道豊富町"
"128","01517",11494,0,0,"北海道礼文町"
"129","01518",10116,0,0,"北海道利尻町"
"130","01519",13900,1705,12.27,"北海道利尻富士町"
"131","01543",49571,47790,96.41,"北海道美幌町"
"132","01544",28830,28830,100,"北海道津別町"
"133","01545",32204,32204,100,"北海道斜里町"
"134","01546",19884,19884,100,"北海道清里町"
"135","01547",23490,23490,100,"北海道小清水町"
"136","01549",21531,21531,100,"北海道訓子府町"
"137","01550",19069,19069,100,"北海道置戸町"
"138","01552",37670,37670,100,"北海道佐呂間町"
"139","01555",56820,55748,98.11,"北海道遠軽町"
"140","01559",53781,53781,100,"北海道湧別町"
"141","01560",23701,23565,99.43,"北海道滝上町"
"142","01561",25787,25787,100,"北海道興部町"
"143","01562",10537,10537,100,"北海道西興部村"
"144","01563",27377,26421,96.51,"北海道雄武町"
"145","01564",44491,44491,100,"北海道大空町"
"146","01571",38213,34498,90.28,"北海道豊浦町"
"147","01572",2,2,100,NA
"148","01575",22839,22839,100,"北海道壮瞥町"
"149","01578",46550,46550,100,"北海道白老町"
"150","01581",38564,37863,98.18,"北海道厚真町"
"151","01584",39293,39293,100,"北海道洞爺湖町"
"152","01585",40546,40546,100,"北海道安平町"
"153","01586",40622,40243,99.07,"北海道むかわ町"
"154","01601",44912,44749,99.64,"北海道日高町"
"155","01602",32181,32145,99.89,"北海道平取町"
"156","01604",28462,28166,98.96,"北海道新冠町"
"157","01607",36205,36058,99.59,"北海道浦河町"
"158","01608",14120,14061,99.58,"北海道様似町"
"159","01609",15327,15327,100,"北海道えりも町"
"160","01610",60704,59970,98.79,"北海道新ひだか町"
"161","01631",86972,86181,99.09,"北海道音更町"
"162","01632",34409,34409,100,"北海道士幌町"
"163","01633",26089,25303,96.99,"北海道上士幌町"
"164","01634",33878,33878,100,"北海道鹿追町"
"165","01635",31898,30966,97.08,"北海道新得町"
"166","01636",45254,42540,94,"北海道清水町"
"167","01637",58067,57444,98.93,"北海道芽室町"
"168","01638",19964,19964,100,"北海道中札内村"
"169","01639",28245,28245,100,"北海道更別村"
"170","01641",27683,27683,100,"北海道大樹町"
"171","01642",26874,26520,98.68,"北海道広尾町"
"172","01643",72994,71475,97.92,"北海道幕別町"
"173","01644",36023,35354,98.14,"北海道池田町"
"174","01645",32303,31890,98.72,"北海道豊頃町"
"175","01646",40985,39505,96.39,"北海道本別町"
"176","01647",45813,44561,97.27,"北海道足寄町"
"177","01648",23721,23721,100,"北海道陸別町"
"178","01649",34616,34616,100,"北海道浦幌町"
"179","01661",34477,21072,61.12,"北海道釧路町"
"180","01662",29179,27245,93.37,"北海道厚岸町"
"181","01663",32461,32461,100,"北海道浜中町"
"182","01664",60822,55421,91.12,"北海道標茶町"
"183","01665",35942,32081,89.26,"北海道弟子屈町"
"184","01667",28717,23214,80.84,"北海道鶴居村"
"185","01668",36722,35368,96.31,"北海道白糠町"
"186","01691",91198,90852,99.62,"北海道別海町"
"187","01692",52479,52479,100,"北海道中標津町"
"188","01693",17968,17357,96.6,"北海道標津町"
"189","01694",7591,7591,100,"北海道羅臼町"
"190","02201",359869,184196,51.18,"青森県青森市"
"191","02202",326056,227045,69.63,"青森県弘前市"
"192","02203",295443,202879,68.67,"青森県八戸市"
"193","02204",86481,86477,100,"青森県黒石市"
"194","02205",147146,142788,97.04,"青森県五所川原市"
"195","02206",203126,196765,96.87,"青森県十和田市"
"196","02207",66525,62154,93.43,"青森県三沢市"
"197","02208",134386,105740,78.68,"青森県むつ市"
"198","02209",145482,145482,100,"青森県つがる市"
"199","02210",105627,104512,98.94,"青森県平川市"
"200","02301",51753,51255,99.04,"青森県平内町"
"201","02303",20301,20301,100,"青森県今別町"
"202","02304",17087,17087,100,"青森県蓬田村"
"203","02307",38524,38071,98.82,"青森県外ヶ浜町"
"204","02321",56702,56702,100,"青森県鰺ヶ沢町"
"205","02323",53990,53903,99.84,"青森県深浦町"
"206","02343",14637,14637,100,"青森県西目屋村"
"207","02361",39435,39403,99.92,"青森県藤崎町"
"208","02362",41605,41605,100,"青森県大鰐町"
"209","02367",28736,28736,100,"青森県田舎館村"
"210","02381",43628,42504,97.42,"青森県板柳町"
"211","02384",43813,42998,98.14,"青森県鶴田町"
"212","02387",51669,51669,100,"青森県中泊町"
"213","02401",33628,33628,100,"青森県野辺地町"
"214","02402",84729,76770,90.61,"青森県七戸町"
"215","02405",55718,53535,96.08,"青森県六戸町"
"216","02406",29360,29360,100,"青森県横浜町"
"217","02408",99750,99750,100,"青森県東北町"
"218","02411",40148,40148,100,"青森県六ヶ所村"
"219","02412",61740,54869,88.87,"青森県おいらせ町"
"220","02423",13949,13949,100,"青森県大間町"
"221","02424",38476,38209,99.31,"青森県東通村"
"222","02425",9955,9955,100,"青森県風間浦村"
"223","02426",11615,11586,99.75,"青森県佐井村"
"224","02441",53432,53432,100,"青森県三戸町"
"225","02442",88542,88542,100,"青森県五戸町"
"226","02443",42052,42052,100,"青森県田子町"
"227","02445",73994,73994,100,"青森県南部町"
"228","02446",42376,42376,100,"青森県階上町"
"229","02450",33964,33817,99.57,"青森県新郷村"
"230","03201",382269,194724,50.94,"岩手県盛岡市"
"231","03202",152877,83549,54.65,"岩手県宮古市"
"232","03203",103358,99870,96.63,"岩手県大船渡市"
"233","03205",475691,433850,91.2,"岩手県花巻市"
"234","03206",318764,146122,45.84,"岩手県北上市"
"235","03207",111259,107937,97.01,"岩手県久慈市"
"236","03208",177198,128790,72.68,"岩手県遠野市"
"237","03209",610395,593895,97.3,"岩手県一関市"
"238","03210",84561,84000,99.34,"岩手県陸前高田市"
"239","03211",60359,45674,75.67,"岩手県釜石市"
"240","03213",124434,124143,99.77,"岩手県二戸市"
"241","03214",173616,159808,92.05,"岩手県八幡平市"
"242","03215",589698,307988,52.23,"岩手県奥州市"
"243","03216",81071,78330,96.62,"岩手県滝沢市"
"244","03301",104022,95601,91.9,"岩手県雫石町"
"245","03302",43463,43153,99.29,"岩手県葛巻町"
"246","03303",74118,73254,98.83,"岩手県岩手町"
"247","03321",142685,133743,93.73,"岩手県紫波町"
"248","03322",85890,74620,86.88,"岩手県矢巾町"
"249","03366",70004,67757,96.79,"岩手県西和賀町"
"250","03381",88951,54511,61.28,"岩手県金ケ崎町"
"251","03402",41016,35563,86.71,"岩手県平泉町"
"252","03441",39267,39267,100,"岩手県住田町"
"253","03461",34794,10878,31.26,"岩手県大槌町"
"254","03482",49046,25830,52.66,"岩手県山田町"
"255","03483",68797,68797,100,"岩手県岩泉町"
"256","03484",20431,19786,96.84,"岩手県田野畑村"
"257","03485",12634,12249,96.95,"岩手県普代村"
"258","03501",52009,49201,94.6,"岩手県軽米町"
"259","03503",16174,16173,99.99,"岩手県野田村"
"260","03506",32224,32224,100,"岩手県九戸村"
"261","03507",61279,61278,100,"岩手県洋野町"
"262","03524",70309,68159,96.94,"岩手県一戸町"
"263","04101",177452,73059,41.17,"宮城県仙台市青葉区"
"264","04102",104805,14238,13.59,"宮城県仙台市宮城野区"
"265","04103",93294,27411,29.38,"宮城県仙台市若林区"
"266","04104",163716,40770,24.9,"宮城県仙台市太白区"
"267","04105",140113,68828,49.12,"宮城県仙台市泉区"
"268","04202",329228,295904,89.88,"宮城県石巻市"
"269","04203",42855,42815,99.91,"宮城県塩竈市"
"270","04205",164293,135665,82.58,"宮城県気仙沼市"
"271","04206",127138,103517,81.42,"宮城県白石市"
"272","04207",100526,97623,97.11,"宮城県名取市"
"273","04208",132183,110288,83.44,"宮城県角田市"
"274","04209",44100,39639,89.88,"宮城県多賀城市"
"275","04211",67614,63908,94.52,"宮城県岩沼市"
"276","04212",325917,311092,95.45,"宮城県登米市"
"277","04213",412276,387343,93.95,"宮城県栗原市"
"278","04214",99140,93812,94.63,"宮城県東松島市"
"279","04215",398580,392675,98.52,"宮城県大崎市"
"280","04216",45999,38731,84.2,"宮城県富谷市"
"281","04301",68340,56419,82.56,"宮城県蔵王町"
"282","04302",28426,25243,88.8,"宮城県七ヶ宿町"
"283","04321",34454,33924,98.46,"宮城県大河原町"
"284","04322",53083,53077,99.99,"宮城県村田町"
"285","04323",62935,61307,97.41,"宮城県柴田町"
"286","04324",61223,50373,82.28,"宮城県川崎町"
"287","04341",106028,101151,95.4,"宮城県丸森町"
"288","04361",74162,74132,99.96,"宮城県亘理町"
"289","04362",61231,61090,99.77,"宮城県山元町"
"290","04401",38858,35809,92.15,"宮城県松島町"
"291","04404",21536,21219,98.53,"宮城県七ヶ浜町"
"292","04406",36969,36206,97.94,"宮城県利府町"
"293","04421",87679,67542,77.03,"宮城県大和町"
"294","04422",52142,46416,89.02,"宮城県大郷町"
"295","04423",19,9,47.37,NA
"296","04424",35916,28285,78.75,"宮城県大衡村"
"297","04444",42573,40344,94.76,"宮城県色麻町"
"298","04445",125339,123134,98.24,"宮城県加美町"
"299","04501",58939,58793,99.75,"宮城県涌谷町"
"300","04505",65415,59979,91.69,"宮城県美里町"
"301","04581",21567,21567,100,"宮城県女川町"
"302","04606",62076,61779,99.52,"宮城県南三陸町"
"303","05201",617525,135957,22.02,"秋田県秋田市"
"304","05202",242830,97652,40.21,"秋田県能代市"
"305","05203",509419,188399,36.98,"秋田県横手市"
"306","05204",308989,107124,34.67,"秋田県大館市"
"307","05206",150398,114507,76.14,"秋田県男鹿市"
"308","05207",257457,85612,33.25,"秋田県湯沢市"
"309","05209",155056,127101,81.97,"秋田県鹿角市"
"310","05210",497911,360561,72.41,"秋田県由利本荘市"
"311","05211",87891,55327,62.95,"秋田県潟上市"
"312","05212",559483,274534,49.07,"秋田県大仙市"
"313","05213",249827,209825,83.99,"秋田県北秋田市"
"314","05214",145302,143623,98.84,"秋田県にかほ市"
"315","05215",229953,140469,61.09,"秋田県仙北市"
"316","05303",25062,18878,75.33,"秋田県小坂町"
"317","05327",28590,20235,70.78,"秋田県上小阿仁村"
"318","05346",39726,14278,35.94,"秋田県藤里町"
"319","05348",137792,106622,77.38,"秋田県三種町"
"320","05349",67407,40523,60.12,"秋田県八峰町"
"321","05361",66357,59024,88.95,"秋田県五城目町"
"322","05363",26189,7377,28.17,"秋田県八郎潟町"
"323","05366",30256,26547,87.74,"秋田県井川町"
"324","05368",21188,0,0,"秋田県大潟村"
"325","05423",1,1,100,NA
"326","05434",113726,109248,96.06,"秋田県美郷町"
"327","05463",115563,38449,33.27,"秋田県羽後町"
"328","05464",24897,24779,99.53,"秋田県東成瀬村"
"329","06201",412884,85362,20.67,"山形県山形市"
"330","06202",333929,8316,2.49,"山形県米沢市"
"331","06203",609831,283801,46.54,"山形県鶴岡市"
"332","06204",390299,180275,46.19,"山形県酒田市"
"333","06205",112851,85389,75.67,"山形県新庄市"
"334","06206",111195,90475,81.37,"山形県寒河江市"
"335","06207",177147,12021,6.79,"山形県上山市"
"336","06208",124568,100606,80.76,"山形県村山市"
"337","06209",125167,60009,47.94,"山形県長井市"
"338","06210",157140,16783,10.68,"山形県天童市"
"339","06211",131116,86675,66.11,"山形県東根市"
"340","06212",141780,83092,58.61,"山形県尾花沢市"
"341","06213",172424,24069,13.96,"山形県南陽市"
"342","06301",42282,40825,96.55,"山形県山辺町"
"343","06302",35562,30009,84.39,"山形県中山町"
"344","06321",52674,51385,97.55,"山形県河北町"
"345","06322",59939,55674,92.88,"山形県西川町"
"346","06323",67856,67702,99.77,"山形県朝日町"
"347","06324",60155,59517,98.94,"山形県大江町"
"348","06341",43253,33038,76.38,"山形県大石田町"
"349","06361",39148,38075,97.26,"山形県金山町"
"350","06362",59532,53625,90.08,"山形県最上町"
"351","06363",47740,45771,95.88,"山形県舟形町"
"352","06364",57883,56366,97.38,"山形県真室川町"
"353","06365",34679,34166,98.52,"山形県大蔵村"
"354","06366",42199,41533,98.42,"山形県鮭川村"
"355","06367",40286,36633,90.93,"山形県戸沢村"
"356","06381",133332,53016,39.76,"山形県高畠町"
"357","06382",147138,26857,18.25,"山形県川西町"
"358","06401",88906,55851,62.82,"山形県小国町"
"359","06402",147692,87721,59.39,"山形県白鷹町"
"360","06403",92846,38964,41.97,"山形県飯豊町"
"361","06426",33645,22994,68.34,"山形県三川町"
"362","06428",112005,74745,66.73,"山形県庄内町"
"363","06461",106750,90053,84.36,"山形県遊佐町"
"364","07201",583151,431499,73.99,"福島県福島市"
"365","07202",297186,179400,60.37,"福島県会津若松市"
"366","07203",700560,453343,64.71,"福島県郡山市"
"367","07204",713084,567389,79.57,"福島県いわき市"
"368","07205",212379,176407,83.06,"福島県白河市"
"369","07207",289333,266014,91.94,"福島県須賀川市"
"370","07208",345127,181141,52.49,"福島県喜多方市"
"371","07209",139795,136999,98,"福島県相馬市"
"372","07210",394672,391693,99.25,"福島県二本松市"
"373","07211",351131,350834,99.92,"福島県田村市"
"374","07212",317690,310288,97.67,"福島県南相馬市"
"375","07213",304897,177137,58.1,"福島県伊達市"
"376","07214",102536,102536,100,"福島県本宮市"
"377","07301",45041,42177,93.64,"福島県桑折町"
"378","07303",41910,38733,92.42,"福島県国見町"
"379","07308",85648,85648,100,"福島県川俣町"
"380","07309",437,437,100,NA
"381","07322",49925,45091,90.32,"福島県大玉村"
"382","07342",38984,38566,98.93,"福島県鏡石町"
"383","07344",56445,32253,57.14,"福島県天栄村"
"384","07362",101359,44907,44.3,"福島県下郷町"
"385","07364",6249,5975,95.62,"福島県檜枝岐村"
"386","07367",66485,38800,58.36,"福島県只見町"
"387","07368",179024,72513,40.5,"福島県南会津町"
"388","07402",30949,8368,27.04,"福島県北塩原村"
"389","07405",160176,4237,2.65,"福島県西会津町"
"390","07407",34431,22355,64.93,"福島県磐梯町"
"391","07408",114010,83253,73.02,"福島県猪苗代町"
"392","07421",94438,49155,52.05,"福島県会津坂下町"
"393","07422",21581,12873,59.65,"福島県湯川村"
"394","07423",97253,6147,6.32,"福島県柳津町"
"395","07444",61703,1046,1.7,"福島県三島町"
"396","07445",84804,4453,5.25,"福島県金山町"
"397","07446",43370,2399,5.53,"福島県昭和村"
"398","07447",158063,69637,44.06,"福島県会津美里町"
"399","07461",64876,53732,82.82,"福島県西郷村"
"400","07464",29941,18813,62.83,"福島県泉崎村"
"401","07465",17527,10529,60.07,"福島県中島村"
"402","07466",68954,62183,90.18,"福島県矢吹町"
"403","07481",71243,61326,86.08,"福島県棚倉町"
"404","07482",49924,48372,96.89,"福島県矢祭町"
"405","07483",74595,44323,59.42,"福島県塙町"
"406","07484",36755,36224,98.56,"福島県鮫川村"
"407","07501",104552,103003,98.52,"福島県石川町"
"408","07502",55535,55502,99.94,"福島県玉川村"
"409","07503",57183,55971,97.88,"福島県平田村"
"410","07504",44482,41082,92.36,"福島県浅川町"
"411","07505",51830,50346,97.14,"福島県古殿町"
"412","07521",122623,114224,93.15,"福島県三春町"
"413","07522",64958,64958,100,"福島県小野町"
"414","07541",25973,24916,95.93,"福島県広野町"
"415","07542",37386,37382,99.99,"福島県楢葉町"
"416","07543",42872,42004,97.98,"福島県富岡町"
"417","07544",28198,18751,66.5,"福島県川内村"
"418","07545",45490,44847,98.59,"福島県大熊町"
"419","07546",36738,36487,99.32,"福島県双葉町"
"420","07547",82281,77367,94.03,"福島県浪江町"
"421","07548",14446,14446,100,"福島県葛尾村"
"422","07561",43350,41412,95.53,"福島県新地町"
"423","07564",59199,52477,88.65,"福島県飯舘村"
"424","08201",351970,238427,67.74,"茨城県水戸市"
"425","08202",182239,139910,76.77,"茨城県日立市"
"426","08203",212692,144476,67.93,"茨城県土浦市"
"427","08204",240791,94806,39.37,"茨城県古河市"
"428","08205",187204,156663,83.69,"茨城県石岡市"
"429","08207",95576,43635,45.65,"茨城県結城市"
"430","08208",113512,47238,41.61,"茨城県龍ケ崎市"
"431","08210",100737,76262,75.7,"茨城県下妻市"
"432","08211",177148,49602,28,"茨城県常総市"
"433","08212",256643,240007,93.52,"茨城県常陸太田市"
"434","08214",60317,41068,68.09,"茨城県高萩市"
"435","08215",107618,38406,35.69,"茨城県北茨城市"
"436","08216",198141,180291,90.99,"茨城県笠間市"
"437","08217",149995,26722,17.82,"茨城県取手市"
"438","08219",96868,78889,81.44,"茨城県牛久市"
"439","08220",374596,217603,58.09,"茨城県つくば市"
"440","08221",161633,68284,42.25,"茨城県ひたちなか市"
"441","08222",136202,36119,26.52,"茨城県鹿嶋市"
"442","08223",76046,12470,16.4,"茨城県潮来市"
"443","08224",71264,5127,7.19,"茨城県守谷市"
"444","08225",260757,251129,96.31,"茨城県常陸大宮市"
"445","08226",138579,132980,95.96,"茨城県那珂市"
"446","08227",259271,137967,53.21,"茨城県筑西市"
"447","08228",185252,69252,37.38,"茨城県坂東市"
"448","08229",197479,81607,41.32,"茨城県稲敷市"
"449","08230",139744,136779,97.88,"茨城県かすみがうら市"
"450","08231",143720,131016,91.16,"茨城県桜川市"
"451","08232",144264,17711,12.28,"茨城県神栖市"
"452","08233",168241,165882,98.6,"茨城県行方市"
"453","08234",183951,178296,96.93,"茨城県鉾田市"
"454","08235",119251,13807,11.58,"茨城県つくばみらい市"
"455","08236",144424,129701,89.81,"茨城県小美玉市"
"456","08302",113722,92928,81.72,"茨城県茨城町"
"457","08309",31387,15996,50.96,"茨城県大洗町"
"458","08310",93510,77650,83.04,"茨城県城里町"
"459","08341",46804,44289,94.63,"茨城県東海村"
"460","08364",187250,69766,37.26,"茨城県大子町"
"461","08442",45293,36551,80.7,"茨城県美浦村"
"462","08443",96328,92664,96.2,"茨城県阿見町"
"463","08447",38476,18147,47.16,"茨城県河内町"
"464","08521",71663,59956,83.66,"茨城県八千代町"
"465","08542",29770,10956,36.8,"茨城県五霞町"
"466","08546",62780,53411,85.08,"茨城県境町"
"467","08564",33884,22102,65.23,"茨城県利根町"
"468","09201",594251,126737,21.33,"栃木県宇都宮市"
"469","09202",271201,5051,1.86,"栃木県足利市"
"470","09203",415746,73947,17.79,"栃木県栃木市"
"471","09204",331951,5014,1.51,"栃木県佐野市"
"472","09205",307436,9178,2.99,"栃木県鹿沼市"
"473","09206",314472,23701,7.54,"栃木県日光市"
"474","09208",255078,20528,8.05,"栃木県小山市"
"475","09209",187140,12478,6.67,"栃木県真岡市"
"476","09210",258685,49375,19.09,"栃木県大田原市"
"477","09211",113649,36434,32.06,"栃木県矢板市"
"478","09213",304685,171543,56.3,"栃木県那須塩原市"
"479","09214",116174,54883,47.24,"栃木県さくら市"
"480","09215",136855,75504,55.17,"栃木県那須烏山市"
"481","09216",100039,20591,20.58,"栃木県下野市"
"482","09301",64887,3881,5.98,"栃木県上三川町"
"483","09321",4552,0,0,NA
"484","09342",86562,8416,9.72,"栃木県益子町"
"485","09343",155463,2473,1.59,"栃木県茂木町"
"486","09344",68732,2119,3.08,"栃木県市貝町"
"487","09345",74005,7318,9.89,"栃木県芳賀町"
"488","09361",94786,2968,3.13,"栃木県壬生町"
"489","09364",47128,2249,4.77,"栃木県野木町"
"490","09367",1690,1658,98.11,NA
"491","09384",76036,25127,33.05,"栃木県塩谷町"
"492","09386",74134,12896,17.4,"栃木県高根沢町"
"493","09407",256064,13132,5.13,"栃木県那須町"
"494","09411",106989,75500,70.57,"栃木県那珂川町"
"495","10201",470055,259735,55.26,"群馬県前橋市"
"496","10202",635733,236258,37.16,"群馬県高崎市"
"497","10203",221543,104710,47.26,"群馬県桐生市"
"498","10204",311119,71215,22.89,"群馬県伊勢崎市"
"499","10205",337937,116712,34.54,"群馬県太田市"
"500","10206",205329,28752,14,"群馬県沼田市"
"501","10207",129416,17228,13.31,"群馬県館林市"
"502","10208",225316,170589,75.71,"群馬県渋川市"
"503","10209",170177,106678,62.69,"群馬県藤岡市"
"504","10210",158678,120287,75.81,"群馬県富岡市"
"505","10211",255976,148708,58.09,"群馬県安中市"
"506","10212",121202,44048,36.34,"群馬県みどり市"
"507","10303",139,79,56.83,NA
"508","10344",37330,3403,9.12,"群馬県榛東村"
"509","10345",41420,4290,10.36,"群馬県吉岡町"
"510","10366",22732,700,3.08,"群馬県上野村"
"511","10367",42171,10829,25.68,"群馬県神流町"
"512","10382",91014,110,0.12,"群馬県下仁田町"
"513","10383",52202,537,1.03,"群馬県南牧村"
"514","10384",54474,50055,91.89,"群馬県甘楽町"
"515","10421",112233,93522,83.33,"群馬県中之条町"
"516","10424",57337,22320,38.93,"群馬県長野原町"
"517","10425",105227,24765,23.53,"群馬県嬬恋村"
"518","10426",12189,11555,94.8,"群馬県草津町"
"519","10428",22146,20424,92.22,"群馬県高山村"
"520","10429",125052,54338,43.45,"群馬県東吾妻町"
"521","10443",48631,528,1.09,"群馬県片品村"
"522","10444",28232,3967,14.05,"群馬県川場村"
"523","10448",47934,6904,14.4,"群馬県昭和村"
"524","10449",151063,89822,59.46,"群馬県みなかみ町"
"525","10464",49939,32390,64.86,"群馬県玉村町"
"526","10521",75140,3252,4.33,"群馬県板倉町"
"527","10522",33383,33383,100,"群馬県明和町"
"528","10523",38447,908,2.36,"群馬県千代田町"
"529","10524",34808,2823,8.11,"群馬県大泉町"
"530","10525",58564,1089,1.86,"群馬県邑楽町"
"531","11101",109713,3627,3.31,"埼玉県さいたま市西区"
"532","11102",65149,183,0.28,"埼玉県さいたま市北区"
"533","11103",61379,89,0.15,"埼玉県さいたま市大宮区"
"534","11104",130442,8668,6.65,"埼玉県さいたま市見沼区"
"535","11105",41460,139,0.34,"埼玉県さいたま市中央区"
"536","11106",67985,376,0.55,"埼玉県さいたま市桜区"
"537","11107",67958,9190,13.52,"埼玉県さいたま市浦和区"
"538","11108",75960,1674,2.2,"埼玉県さいたま市南区"
"539","11109",103482,15080,14.57,"埼玉県さいたま市緑区"
"540","11110",162914,5384,3.3,"埼玉県さいたま市岩槻区"
"541","11201",348960,107612,30.84,"埼玉県川越市"
"542","11202",342208,156010,45.59,"埼玉県熊谷市"
"543","11203",327341,40484,12.37,"埼玉県川口市"
"544","11206",161084,18481,11.47,"埼玉県行田市"
"545","11207",240656,9657,4.01,"埼玉県秩父市"
"546","11208",228270,92915,40.7,"埼玉県所沢市"
"547","11209",151025,23214,15.37,"埼玉県飯能市"
"548","11210",260062,169199,65.06,"埼玉県加須市"
"549","11211",142239,93204,65.53,"埼玉県本庄市"
"550","11212",146268,57887,39.58,"埼玉県東松山市"
"551","11214",241353,39007,16.16,"埼玉県春日部市"
"552","11215",127681,95682,74.94,"埼玉県狭山市"
"553","11216",133634,11709,8.76,"埼玉県羽生市"
"554","11217",211541,19988,9.45,"埼玉県鴻巣市"
"555","11218",244332,67562,27.65,"埼玉県深谷市"
"556","11219",176068,42817,24.32,"埼玉県上尾市"
"557","11221",157984,9332,5.91,"埼玉県草加市"
"558","11222",274913,16279,5.92,"埼玉県越谷市"
"559","11223",29174,0,0,"埼玉県蕨市"
"560","11224",49089,0,0,"埼玉県戸田市"
"561","11225",115903,89441,77.17,"埼玉県入間市"
"562","11226",1,0,0,NA
"563","11227",75985,2497,3.29,"埼玉県朝霞市"
"564","11228",42299,14664,34.67,"埼玉県志木市"
"565","11229",36238,1296,3.58,"埼玉県和光市"
"566","11230",104695,2197,2.1,"埼玉県新座市"
"567","11231",82509,10651,12.91,"埼玉県桶川市"
"568","11232",242687,25403,10.47,"埼玉県久喜市"
"569","11233",75027,211,0.28,"埼玉県北本市"
"570","11234",80972,2781,3.43,"埼玉県八潮市"
"571","11235",90406,3966,4.39,"埼玉県富士見市"
"572","11237",88146,8572,9.72,"埼玉県三郷市"
"573","11238",85891,5919,6.89,"埼玉県蓮田市"
"574","11239",102075,76316,74.76,"埼玉県坂戸市"
"575","11240",85913,1687,1.96,"埼玉県幸手市"
"576","11241",48476,45629,94.13,"埼玉県鶴ヶ島市"
"577","11242",86647,70892,81.82,"埼玉県日高市"
"578","11243",82159,6788,8.26,"埼玉県吉川市"
"579","11245",65567,28064,42.8,"埼玉県ふじみ野市"
"580","11246",75561,7872,10.42,"埼玉県白岡市"
"581","11301",45742,7545,16.49,"埼玉県伊奈町"
"582","11324",33964,33365,98.24,"埼玉県三芳町"
"583","11326",57616,55998,97.19,"埼玉県毛呂山町"
"584","11327",37434,35245,94.15,"埼玉県越生町"
"585","11341",45560,37967,83.33,"埼玉県滑川町"
"586","11342",41531,39952,96.2,"埼玉県嵐山町"
